loan_id,issue_month,fico,annual_inc,dti,revol_util,emp_length_yrs,loan_amnt,term,int_rate,home_ownership,purpose,default_60d
L104654,18,698,27859.21,22.59,71.0%,8 years,25600, 36 months,13.31%,Mortgage,debt_consolidation,0
L104655,10,685,"$12,223.99",,62.1%,5 years,1500, 60 months,11.19%,MORTGAGE,major_purchase,0
L104656,20,642,72773.83,,31.1%,2 years,1200, 60 months,14.47%,Mortgage,debt_consolidation,0
L104657,8,694,"$67,315.50",26.87,52.9%,4 years,18600, 36 months,11.8%,rent,small_business,0
L104658,6,656,"$131,222.47",17.41,91.0%,5 years,12900, 36 months,14.09%,OWN,small_business,0
L104659,11,638,"$84,814.16",12.72,67.8%,6 years,11800, 60 months,15.18%,Own,credit_card,0
L104660,18,601,"$69,883.80",12.9,84.6%,7 years,29400, 36 months,18.28%,MORTGAGE,credit_card,0
L104661,9,670,51222.53,15.73,94.7%,10+ years,19000, 36 months,13.27%,Rent,medical,0
L104662,9,721,39912.13,17.92,44.3%,10+ years,14100, 36 months,7.03%,MORTGAGE,other,0
L104663,5,652,52045.49,27.21,43.8%,10+ years,9900, 36 months,15.4%,MORTGAGE,major_purchase,0
L104664,13,829,"96,526",33.12,52.7%,< 1 year,27500, 36 months,6.68%,rent,debt_consolidation,0
L104665,13,739,75495.76,16.31,0.0%,,17300, 60 months,12.49%,Rent,debt_consolidation,0
L104666,13,762,"$95,522.34",6.96,75.8%,10+ years,9700, 36 months,11.56%,RENT,credit_card,0
L104667,11,734,"63,156",13.28,61.9%,n/a,23200, 36 months,8.47%,Rent,major_purchase,0
L104668,20,792,"$38,186.17",15.61,32.7%,4 years,14400, 36 months,8.86%,Mortgage,other,0
L104669,23,647,106968.5,20.25,45.8%,10+ years,11400, 60 months,14.6%,mortgage,credit_card,1
L104670,3,549,"102,236",3.65,17.7%,10+ years,4800, 60 months,20.04%,MORTGAGE,credit_card,0
L104671,22,665,,26.47,78.9%,6 years,24700, 36 months,14.51%,MORTGAGE,other,0
L104672,14,721,79061.66,10.82,,5 years,7200, 36 months,11.3%,RENT,credit_card,0
L104673,21,698,"$76,916.51",20.47,66.0%,8 years,19500, 36 months,13.27%,MORTGAGE,small_business,1
L104674,18,705,"$47,372.69",17.03,53.2%,1 years,16300, 60 months,12.65%,own,debt_consolidation,1
L104675,24,763,52572.88,12.67,94.1%,7 years,16400, 60 months,10.09%,Mortgage,credit_card,0
L104676,15,711,"$37,993.24",28.74,25.8%,< 1 year,23000, 36 months,10.61%,Mortgage,credit_card,0
L104677,7,734,52475.14,14.42,27.8%,1 years,15000, 36 months,9.26%,MORTGAGE,debt_consolidation,0
L104678,20,638,"$100,249.84",10.38,19.7%,2 years,14700, 36 months,14.24%,Own,other,1
L104679,7,9999,91174.22,22.28,73.1%,8 years,18200, 36 months,15.36%,RENT,debt_consolidation,1
L104680,19,779,79160.39,25.06,2.1%,6 years,14100, 36 months,7.66%,RENT,home_improvement,0
L104681,1,696,"96,721",16.43,,6 years,18600, 36 months,10.1%,mortgage,major_purchase,0
L104682,11,656,49878.38,19.48,35.7%,7 years,12600, 36 months,14.29%,MORTGAGE,other,0
L104683,22,656,33300.94,25.71,75.7%,10 years,15200, 36 months,14.67%,mortgage,home_improvement,0
L104684,17,654,"$55,357.19",16.33,71.9%,7 years,18600, 60 months,15.43%,Mortgage,debt_consolidation,0
L104685,12,651,"$57,592.98",16.05,23.9%,10+ years,18400, 36 months,18.36%,mortgage,debt_consolidation,0
L104686,12,619,83940.94,24.31,4.0%,9 years,19900, 36 months,16.82%,rent,debt_consolidation,0
L104687,14,607,"77,321",16.83,94.8%,,14500, 60 months,19.98%,RENT,other,1
L104688,5,679,"$99,239.38",11.83,38.7%,9 years,19000, 60 months,16.3%,Rent,major_purchase,0
L104689,22,657,"21,863",17.99,73.3%,< 1 year,9800, 60 months,16.6%,mortgage,debt_consolidation,1
L104690,9,751,"40,174",10.32,73.5%,6 years,31900, 60 months,8.24%,Rent,major_purchase,0
L104691,22,706,"57,201",17.48,25.4%,1 years,23000, 36 months,12.79%,MORTGAGE,debt_consolidation,0
L104692,22,705,76090.36,25.76,41.1%,,2600, 60 months,9.67%,RENT,credit_card,0
L104693,24,649,"$170,619.84",,72.6%,2 years,12800, 36 months,18.17%,RENT,major_purchase,1
L104694,21,683,36729.88,,47.0%,4 years,16700, 60 months,12.67%,MORTGAGE,debt_consolidation,0
L104695,3,710,N/A,22.79,15.7%,7 years,12000, 36 months,10.82%,Rent,debt_consolidation,1
L104696,10,9999,48452.37,17.54,49.5%,,21800, 36 months,10.09%,mortgage,debt_consolidation,0
L104697,1,685,41242.12,29.16,40.2%,5 years,5000, 36 months,10.17%,Rent,credit_card,0
L104698,18,749,38402.65,18.47,,8 years,13400, 36 months,10.12%,MORTGAGE,credit_card,0
L104699,24,690,61264.68,21.14,70.4%,10+ years,14800, 36 months,11.16%,OWN,other,1
L104700,11,734,"$97,911.80",29.1,26.4%,n/a,34700, 36 months,8.1%,MORTGAGE,debt_consolidation,0
L104701,4,663,"$63,555.92",22.15,55.4%,,8100, 36 months,15.31%,Rent,debt_consolidation,0
L104702,3,590,38954.24,17.89,7.1%,10 years,3500, 36 months,19.88%,rent,credit_card,0
L104703,2,705,"54,279",14.57,28.2%,6 years,7000, 36 months,10.88%,RENT,major_purchase,0
L104704,15,730,-1,16.8,92.3%,10+ years,29500, 60 months,10.75%,mortgage,home_improvement,0
L104705,24,722,"$97,881.61",20.77,54.2%,6 years,21700, 60 months,8.4%,Mortgage,debt_consolidation,0
L104706,8,713,-1,,86.8%,3 years,19000, 36 months,13.75%,Mortgage,major_purchase,0
L104707,11,671,"$26,968.67",28.55,60.0%,3 years,9900, 60 months,16.46%,MORTGAGE,credit_card,1
L104708,6,9999,"$67,138.52",36.44,67.8%,10+ years,12600, 36 months,16.78%,Rent,credit_card,0
L104709,4,720,"$40,574.59",18.1,54.2%,8 years,11800, 36 months,11.33%,Mortgage,credit_card,0
L104710,7,713,61786.4,4.33,1.7%,< 1 year,8600, 36 months,12.51%,Mortgage,major_purchase,0
L104711,11,659,"$57,366.87",24.24,62.7%,4 years,18600, 36 months,15.62%,rent,debt_consolidation,0
L104712,4,751,30621.86,18.88,83.7%,7 years,19800, 36 months,7.48%,rent,other,0
L104713,11,641,"$109,579.80",23.37,72.3%,6 years,5300, 36 months,14.26%,Rent,debt_consolidation,0
L104714,6,9999,"$55,500.39",,2.0%,9 years,7900, 60 months,17.65%,RENT,debt_consolidation,0
L104715,13,780,"$47,334.50",25.63,,< 1 year,20500, 60 months,10.76%,OWN,debt_consolidation,0
L104716,17,738,"63,459",12.29,48.6%,4 years,28400, 60 months,11.75%,mortgage,credit_card,0
L104717,12,670,38742.84,21.38,,< 1 year,13400, 36 months,14.33%,own,debt_consolidation,1
L104718,10,706,54620.88,20.59,43.4%,8 years,25300, 60 months,13.0%,mortgage,home_improvement,0
L104719,18,699,"$23,892.98",21.26,53.0%,10+ years,11500, 60 months,14.67%,own,major_purchase,1
L104720,17,539,"$18,424.61",24.31,31.8%,5 years,1000, 36 months,20.59%,MORTGAGE,debt_consolidation,1
L104721,14,640,"36,863",25.41,52.0%,2 years,22100, 36 months,14.67%,MORTGAGE,debt_consolidation,1
L104722,5,687,45881.05,8.97,68.2%,6 years,15200, 36 months,13.66%,Rent,debt_consolidation,0
L104723,15,670,"$24,872.01",24.42,61.4%,10+ years,15900, 60 months,13.13%,Rent,debt_consolidation,0
L104724,24,704,46688.84,19.51,66.0%,5 years,13800, 36 months,8.6%,own,credit_card,0
L104725,11,752,"$45,850.45",16.48,88.9%,3 years,3700, 36 months,8.03%,MORTGAGE,medical,0
L104726,18,672,"58,059",20.3,52.5%,8 years,9700, 36 months,12.38%,MORTGAGE,debt_consolidation,0
L104727,1,632,"$81,395.62",19.94,66.8%,,20900, 60 months,17.9%,mortgage,credit_card,1
L104728,5,708,140933.99,18.81,40.0%,4 years,22000, 60 months,11.77%,Mortgage,debt_consolidation,0
L104729,14,672,"$74,170.74",3.93,61.3%,10+ years,7200, 60 months,15.1%,rent,debt_consolidation,0
L104730,5,681,"36,605",19.14,61.2%,5 years,18000, 36 months,12.29%,Mortgage,credit_card,0
L104731,5,674,83553.77,16.42,,< 1 year,18200, 36 months,12.15%,rent,debt_consolidation,0
L104732,7,813,"$120,608.16",20.78,39.8%,4 years,1000, 36 months,6.54%,RENT,debt_consolidation,0
L104733,15,567,34196.01,17.58,26.5%,3 years,17600, 36 months,19.65%,own,home_improvement,0
L104734,2,669,N/A,35.03,55.8%,< 1 year,10700, 60 months,16.01%,Rent,debt_consolidation,0
L104735,23,9999,"$29,421.18",16.42,50.5%,8 years,18600, 36 months,11.36%,Rent,debt_consolidation,0
L104736,15,647,"45,150",5.8,78.8%,1 years,17200, 36 months,14.94%,MORTGAGE,debt_consolidation,1
L104737,19,739,"$72,157.59",17.22,70.3%,6 years,11300, 36 months,9.03%,rent,small_business,0
L104738,18,735,"$125,693.52",14.44,58.5%,< 1 year,10000, 60 months,9.74%,rent,other,0
L104739,14,687,"$93,511.23",19.67,70.9%,4 years,25200, 60 months,12.52%,RENT,medical,1
L104740,19,675,"72,603",14.41,65.8%,5 years,4800, 60 months,15.67%,mortgage,debt_consolidation,0
L104741,2,684,61259.79,23.07,76.4%,8 years,7600, 36 months,15.11%,Rent,debt_consolidation,0
L104742,7,684,"$72,820.92",17.89,77.9%,9 years,9300, 60 months,13.24%,RENT,debt_consolidation,0
L104743,22,686,"$74,998.42",20.84,101.6%,3 years,17100, 36 months,13.11%,Mortgage,debt_consolidation,1
L104744,15,680,"$114,874.80",29.78,74.5%,10+ years,15300, 36 months,15.0%,RENT,medical,0
L104745,9,704,"$59,252.28",18.54,25.7%,< 1 year,12200, 60 months,11.95%,Mortgage,other,0
L104746,1,9999,68245.98,7.33,86.7%,6 years,9700, 36 months,8.0%,Mortgage,home_improvement,0
L104747,22,622,N/A,14.16,,10 years,19000, 60 months,17.5%,Rent,other,0
L104748,24,632,"$63,367.12",6.98,100.3%,5 years,28200, 36 months,14.85%,MORTGAGE,credit_card,0
L104749,8,594,"$52,672.45",13.28,45.6%,2 years,25700, 36 months,17.84%,Rent,debt_consolidation,1
L104750,4,9999,33031.41,0.0,94.2%,3 years,5200, 60 months,9.11%,rent,debt_consolidation,0
L104751,20,704,"$92,655.02",24.71,27.4%,10+ years,15100, 36 months,12.31%,RENT,credit_card,0
L104752,2,718,"$126,011.33",6.12,92.2%,6 years,9700, 36 months,12.3%,Rent,debt_consolidation,0
L104753,23,611,"$58,764.10",23.77,98.2%,6 years,17100, 36 months,17.43%,mortgage,debt_consolidation,0
L104754,7,788,70687.69,12.87,103.0%,7 years,20400, 60 months,9.48%,Mortgage,debt_consolidation,0
L104755,5,657,"$92,117.69",15.83,91.0%,8 years,22300, 36 months,14.27%,mortgage,debt_consolidation,0
L104756,21,699,55733.51,31.01,62.6%,2 years,28500, 36 months,12.84%,RENT,home_improvement,0
L104757,5,737,"65,828",15.5,56.9%,4 years,19100, 60 months,11.41%,Rent,home_improvement,0
L104758,2,636,53718.23,10.22,61.8%,6 years,15100, 36 months,17.06%,Rent,credit_card,1
L104759,3,660,45490.03,13.99,29.1%,9 years,1800, 60 months,16.36%,MORTGAGE,medical,0
L104760,10,700,"$77,714.15",8.05,51.0%,8 years,19500, 36 months,14.36%,mortgage,credit_card,0
L104761,8,847,77362.78,24.8,80.4%,5 years,20000, 36 months,5.0%,Mortgage,credit_card,0
L104762,2,707,"94,966",22.4,99.0%,7 years,29000, 36 months,9.65%,rent,home_improvement,0
L104763,23,778,"$59,772.51",15.6,47.5%,10+ years,26900, 36 months,6.51%,OWN,debt_consolidation,0
L104764,23,756,32862.5,24.14,48.1%,2 years,15400, 60 months,10.47%,own,medical,1
L104765,8,710,"$104,175.38",22.78,96.1%,10+ years,9000, 36 months,11.7%,RENT,other,0
L104766,15,636,"$41,470.23",15.79,51.5%,10+ years,7000, 36 months,12.8%,OWN,major_purchase,0
L104767,8,748,"$41,113.80",19.95,35.3%,< 1 year,24900, 36 months,9.28%,Own,credit_card,0
L104768,3,608,"$45,890.89",16.09,85.1%,3 years,9600, 36 months,16.34%,RENT,major_purchase,1
L104769,12,778,25039.35,12.72,56.0%,4 years,11000, 36 months,8.25%,RENT,home_improvement,0
L104770,7,701,"$53,701.10",0.0,,8 years,5800, 36 months,13.9%,MORTGAGE,debt_consolidation,0
L104771,14,544,81606.99,15.69,50.1%,1 years,33700, 36 months,22.04%,Rent,debt_consolidation,1
L104772,16,671,"$48,203.35",17.87,68.0%,10+ years,18900, 36 months,14.03%,RENT,debt_consolidation,0
L104773,20,726,"$116,902.83",6.77,26.2%,8 years,17400, 36 months,9.51%,MORTGAGE,debt_consolidation,0
L104774,24,677,113334.82,24.64,47.5%,2 years,18700, 36 months,15.04%,rent,debt_consolidation,1
L104775,23,729,93399.79,16.1,56.0%,4 years,9900, 60 months,12.66%,Mortgage,credit_card,0
L104776,22,643,22754.59,21.25,,9 years,24500, 60 months,14.33%,MORTGAGE,home_improvement,0
L104777,12,618,"$122,621.30",20.07,72.5%,10+ years,13800, 60 months,19.51%,mortgage,debt_consolidation,0
L104778,3,686,53178.61,16.98,97.9%,< 1 year,16500, 36 months,12.38%,rent,credit_card,0
L104779,7,692,"138,580",13.25,71.0%,10+ years,39200, 36 months,13.91%,MORTGAGE,credit_card,0
L104780,19,671,44265.72,12.13,50.9%,< 1 year,9800, 36 months,13.76%,Own,other,0
L104781,6,758,55831.63,4.26,42.3%,< 1 year,19700, 36 months,7.81%,RENT,medical,0
L104782,24,643,"$62,618.39",29.53,6.4%,10 years,33400, 36 months,17.07%,RENT,debt_consolidation,0
L104783,10,707,37564.85,,32.4%,6 years,12600, 60 months,15.93%,Own,credit_card,0
L104784,23,694,"$26,629.30",10.05,44.0%,7 years,10200, 36 months,11.7%,OWN,home_improvement,0
L104785,20,604,18055.14,22.32,72.0%,6 years,15700, 36 months,16.16%,rent,other,1
L104786,8,617,"262,081",8.52,35.0%,< 1 year,7800, 36 months,17.73%,OWN,home_improvement,1
L104787,15,9999,"$25,995.90",22.61,67.4%,4 years,29000, 36 months,12.69%,MORTGAGE,debt_consolidation,0
L104788,13,799,"$26,175.61",21.25,84.4%,8 years,17000, 36 months,5.0%,mortgage,home_improvement,0
L104789,1,722,"$79,697.79",12.6,38.1%,3 years,21100, 36 months,12.84%,RENT,home_improvement,0
L104790,10,595,"$29,380.40",5.12,60.3%,2 years,16300, 36 months,18.17%,mortgage,debt_consolidation,0
L104791,4,520,"$26,774.38",13.79,84.1%,10+ years,16000, 36 months,23.05%,Own,credit_card,1
L104792,4,730,14225.85,18.6,53.4%,6 years,11500, 36 months,8.36%,Mortgage,credit_card,0
L104793,18,685,"$69,311.01",5.25,52.5%,6 years,32600, 36 months,12.3%,rent,medical,0
L104794,18,753,"$35,065.42",12.22,42.4%,2 years,14800, 36 months,6.3%,Rent,debt_consolidation,0
L104795,12,642,82594.17,28.22,37.6%,10+ years,5700, 36 months,15.84%,RENT,medical,1
L104796,14,709,57647.22,17.2,21.6%,9 years,15700, 36 months,12.35%,mortgage,credit_card,0
L104797,24,737,62489.87,38.93,37.1%,2 years,20600, 36 months,9.0%,Rent,debt_consolidation,0
L104798,2,665,"$47,728.63",21.27,48.7%,6 years,16400, 36 months,14.12%,rent,debt_consolidation,0
L104799,2,667,"52,162",16.24,61.3%,4 years,28500, 60 months,14.7%,rent,debt_consolidation,1
L104800,4,691,"$38,276.65",10.59,,6 years,1000, 36 months,9.45%,MORTGAGE,credit_card,0
L104801,7,720,40133.29,8.63,20.5%,10+ years,3700, 60 months,9.18%,MORTGAGE,debt_consolidation,0
L104802,4,689,"$34,630.93",18.99,23.3%,8 years,13100, 36 months,9.91%,MORTGAGE,other,0
L104803,14,744,"127,643",13.93,86.3%,10+ years,6200, 36 months,10.2%,own,small_business,0
L104804,22,665,49115.86,15.21,43.2%,3 years,24700, 36 months,17.05%,Mortgage,major_purchase,0
L104805,11,617,19294.8,19.28,67.8%,8 years,17000, 60 months,15.94%,RENT,debt_consolidation,0
L104806,13,799,"68,144",12.34,77.5%,< 1 year,7000, 36 months,5.68%,Own,major_purchase,0
L104807,18,657,"$40,059.84",24.69,65.2%,8 years,23000, 36 months,15.82%,mortgage,debt_consolidation,0
L104808,5,659,58557.22,20.03,52.6%,< 1 year,23800, 36 months,15.03%,MORTGAGE,small_business,1
L104809,11,686,"52,325",13.09,71.5%,< 1 year,18100, 36 months,14.0%,mortgage,small_business,0
L104810,18,694,N/A,,,10+ years,6100, 36 months,11.49%,own,debt_consolidation,0
L104811,23,669,"49,424",,41.6%,10+ years,9400, 60 months,13.15%,RENT,home_improvement,0
L104812,18,689,90042.47,20.96,52.6%,4 years,7000, 36 months,11.49%,Mortgage,credit_card,0
L104813,20,688,85412.7,20.82,46.2%,,16400, 36 months,10.63%,MORTGAGE,small_business,1
L104814,21,700,"$30,233.98",1.42,58.2%,6 years,20900, 36 months,14.79%,Mortgage,home_improvement,0
L104815,8,560,65766.97,,28.9%,4 years,18300, 36 months,20.74%,rent,debt_consolidation,0
L104816,24,9999,40979.89,15.4,79.6%,4 years,11400, 36 months,5.48%,mortgage,debt_consolidation,0
L104817,21,682,"$32,717.68",12.82,51.0%,6 years,28900, 36 months,12.75%,RENT,major_purchase,0
L104818,9,722,32782.17,17.46,28.7%,5 years,17200, 60 months,12.78%,Mortgage,debt_consolidation,1
L104819,5,614,"$90,278.63",18.35,36.5%,5 years,8800, 36 months,18.1%,Mortgage,debt_consolidation,0
L104820,12,664,224473.66,30.17,31.5%,10+ years,9000, 60 months,15.35%,Mortgage,debt_consolidation,0
L104821,4,653,"$40,028.47",15.05,27.0%,7 years,22100, 36 months,12.78%,rent,debt_consolidation,0
L104822,6,771,66694.02,22.79,92.1%,3 years,18000, 36 months,6.88%,mortgage,small_business,0
L104823,1,658,"69,927",14.16,83.3%,3 years,12900, 36 months,13.48%,RENT,home_improvement,0
L104824,5,732,"$45,936.07",21.03,25.8%,6 years,22100, 36 months,11.98%,rent,major_purchase,0
L104825,2,654,"$121,030.96",14.6,29.3%,10+ years,17400, 60 months,15.56%,RENT,home_improvement,0
L104826,23,665,"$179,597.34",7.39,29.1%,4 years,10900, 60 months,15.02%,RENT,debt_consolidation,0
L104827,18,676,44406.81,13.01,64.4%,6 years,7400, 60 months,13.51%,MORTGAGE,home_improvement,1
L104828,14,761,"$142,514.17",20.96,57.1%,8 years,13900, 36 months,5.22%,mortgage,credit_card,0
L104829,2,586,45553.56,8.64,61.9%,2 years,11700, 36 months,19.82%,mortgage,credit_card,1
L104830,12,618,"$36,859.66",18.55,28.4%,2 years,11800, 36 months,18.43%,OWN,small_business,1
L104831,22,583,"$55,844.89",20.48,23.1%,2 years,1400, 60 months,18.39%,Own,credit_card,0
L104832,24,630,"$92,457.88",20.61,38.7%,8 years,17900, 36 months,15.68%,MORTGAGE,debt_consolidation,0
L104833,10,645,"$56,833.95",23.84,71.1%,n/a,20300, 36 months,14.46%,rent,credit_card,0
L104834,17,601,86586.3,34.18,109.8%,6 years,12500, 36 months,17.77%,rent,credit_card,1
L104835,19,650,"$67,056.30",7.72,,2 years,27100, 36 months,16.12%,RENT,debt_consolidation,0
L104836,22,579,117762.14,14.87,,7 years,11800, 36 months,16.79%,MORTGAGE,debt_consolidation,1
L104837,6,634,78067.21,17.45,,5 years,22000, 36 months,16.56%,own,major_purchase,1
L104838,2,756,"$128,704.62",13.88,29.9%,9 years,16000, 36 months,7.35%,mortgage,debt_consolidation,0
L104839,21,712,38995.59,27.26,64.0%,10+ years,6600, 60 months,11.81%,RENT,debt_consolidation,1
L104840,21,700,"$54,082.83",27.87,,4 years,8800, 36 months,11.2%,Mortgage,other,0
L104841,15,635,"$59,828.22",35.82,58.1%,,7200, 36 months,14.02%,mortgage,debt_consolidation,0
L104842,3,606,"$39,068.03",16.79,70.7%,9 years,11400, 36 months,16.88%,Mortgage,debt_consolidation,0
L104843,6,627,"$36,186.78",8.72,97.3%,5 years,18500, 36 months,17.97%,rent,debt_consolidation,0
L104844,13,688,"72,479",16.08,69.7%,4 years,3900, 60 months,13.41%,MORTGAGE,debt_consolidation,0
L104845,14,738,83501.88,10.19,55.7%,10+ years,24800, 36 months,11.09%,RENT,debt_consolidation,0
L104846,8,740,"$63,342.89",24.57,38.2%,4 years,18300, 36 months,10.78%,own,small_business,1
L104847,11,725,"$101,672.38",23.96,50.2%,2 years,17100, 36 months,8.55%,Rent,debt_consolidation,0
L104848,23,649,"$34,487.14",24.1,59.3%,9 years,2100, 36 months,12.99%,RENT,home_improvement,0
L104849,16,691,49240.39,34.65,45.0%,3 years,27200, 36 months,12.21%,Rent,other,0
L104850,20,672,"$33,192.26",18.06,72.4%,8 years,25500, 36 months,13.26%,MORTGAGE,credit_card,0
L104851,4,679,64195.79,12.81,96.2%,6 years,7200, 36 months,16.54%,Rent,debt_consolidation,1
L104852,6,802,"76,415",17.59,15.0%,10+ years,24800, 36 months,5.04%,OWN,debt_consolidation,0
L104853,23,593,117116.07,10.19,37.9%,,15800, 36 months,19.34%,mortgage,debt_consolidation,1
L104854,5,677,"$33,235.42",12.43,95.4%,3 years,20300, 36 months,13.78%,own,other,1
L104855,3,757,"$72,128.97",18.06,55.0%,6 years,6400, 36 months,6.86%,Rent,debt_consolidation,0
L104856,13,609,122768.57,21.91,81.9%,,17100, 60 months,19.52%,Rent,small_business,0
L104857,12,655,36284.84,,27.1%,10+ years,5200, 36 months,15.48%,Mortgage,debt_consolidation,1
L104858,8,661,"$32,269.46",7.45,63.3%,< 1 year,18600, 36 months,16.15%,mortgage,debt_consolidation,0
L104859,12,678,"$28,645.93",23.66,,10+ years,5600, 60 months,16.36%,Rent,debt_consolidation,0
L104860,15,602,"$81,816.87",10.95,,9 years,23000, 36 months,13.69%,MORTGAGE,debt_consolidation,0
L104861,17,723,"$41,658.52",19.15,44.1%,10+ years,23300, 36 months,12.91%,mortgage,debt_consolidation,0
L104862,12,727,"$76,040.91",27.11,92.9%,5 years,22100, 36 months,11.16%,mortgage,debt_consolidation,0
L104863,19,718,"$53,740.53",24.44,40.0%,< 1 year,10700, 60 months,11.88%,mortgage,major_purchase,1
L104864,9,642,147333.13,22.7,80.6%,9 years,14700, 36 months,12.81%,Mortgage,home_improvement,0
L104865,18,695,"$88,781.24",26.67,53.7%,10+ years,13400, 36 months,13.53%,Rent,major_purchase,0
L104866,4,641,"$40,058.47",19.87,96.7%,9 years,15700, 36 months,19.12%,Mortgage,debt_consolidation,1
L104867,6,672,"51,480",9.11,68.0%,< 1 year,6400, 36 months,10.62%,rent,debt_consolidation,0
L104868,8,808,"88,782",37.65,19.3%,6 years,10300, 60 months,7.89%,Rent,credit_card,0
L104869,13,695,35090.32,,55.5%,5 years,25200, 60 months,10.43%,RENT,other,1
L104870,13,625,"108,129",21.77,48.0%,7 years,27700, 36 months,14.86%,RENT,credit_card,1
L104871,13,700,"$52,832.93",19.37,67.9%,5 years,12900, 36 months,13.57%,Rent,home_improvement,0
L104872,4,616,89720.53,4.35,56.6%,6 years,23100, 36 months,13.62%,Rent,small_business,0
L104873,9,624,-1,10.99,14.4%,6 years,11800, 36 months,17.91%,Mortgage,major_purchase,0
L104874,16,633,"$46,077.43",31.08,43.8%,4 years,26100, 36 months,16.65%,Mortgage,credit_card,1
L104875,9,9999,42457.44,2.56,40.9%,< 1 year,21300, 36 months,13.54%,MORTGAGE,credit_card,0
L104876,15,742,142370.5,17.03,52.1%,4 years,1000, 36 months,6.08%,Rent,credit_card,0
L104877,3,722,"$51,660.10",20.13,60.2%,9 years,9200, 60 months,11.34%,RENT,credit_card,0
L104878,12,9999,"$279,373.01",15.17,70.3%,4 years,21700, 36 months,11.75%,MORTGAGE,credit_card,0
L104879,11,630,"$64,596.60",34.16,,9 years,19400, 36 months,17.62%,rent,debt_consolidation,0
L104880,2,660,"$39,128.45",5.67,0.0%,6 years,21100, 36 months,14.52%,MORTGAGE,debt_consolidation,0
